id,name,bic,street,city,zip,country:id
DBSBIDJASBY,"BANK DBS INDONESIA, PT (SYRABAYA BRANCH)",DBSBIDJASBY,WISMA TIARA JALAN PANGLIMA SUDIRMAN 66-68,SURABAYA,60271,base.id
DBSBIDJAXXX,"BANK DBS INDONESIA, PT",DBSBIDJAXXX,"CIPUTRA WORLD 1, DBS TOWER FLOOR 37TH 3-5 JL. PROF.DR. SATRIO KAV",JAKARTA,12940,base.id
DEUTIDJA001,DEUTSCHE BANK AG (SURABAYA BRANCH),DEUTIDJA001,JALAN BASUKI RAKHMAT 141,SURABAYA,60271,base.id
DEUTIDJADSI,DEUTSCHE BANK AG (DEUTSCHE SECURITIES INDONESIA),DEUTIDJADSI,,JAKARTA,,base.id
DEUTIDJAIBO,DEUTSCHE BANK AG (DBJK INVESTMENT BANKING OPS),DEUTIDJAIBO,,JAKARTA,,base.id
DEUTIDJAXXX,DEUTSCHE BANK AG,DEUTIDJAXXX,DEUTSCHE BANK BUILDING JL. IMAM BONJOL 80,JAKARTA,10310,base.id
EKONIDJAXXX,BANK EKONOMI RAHARJA PT.,EKONIDJAXXX,GRAHA EKONOMI JALAN SETIABUDI SELATAN KAV.7-8,JAKARTA,12920,base.id
GNESIDJAXXX,PT. BANK GANESHA,GNESIDJAXXX,GRAHA GANESHA JL HAYAM WURUK NO 28,JAKARTA,10120,base.id
HNBNIDJAXXX,PT. BANK KEB HANA INDONESIA,HNBNIDJAXXX,WISMA MULIA JL. JEND. GATOT SUBROTO NO. 42,JAKARTA,12710,base.id
HSBCIDJABAN,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE (BANDUNG)",HSBCIDJABAN,,BANDUNG,,base.id
HSBCIDJABAT,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE (BATAM)",HSBCIDJABAT,,BATAM,,base.id
HSBCIDJAMDN,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE (MEDAN)",HSBCIDJAMDN,,MEDAN,,base.id
HSBCIDJASBA,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE (SURABAYA)",HSBCIDJASBA,,SURABAYA,,base.id
HSBCIDJASEM,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE (SEMARANG)",HSBCIDJASEM,,SEMARANG,,base.id
HSBCIDJAWBS,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE (WEALTH BUSINESS SERVICES)",HSBCIDJAWBS,JALAN JENDERAL GATOT SUBROTO KAVELING 9-11,JAKARTA,12930,base.id
HSBCIDJAXXX,"HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED, THE",HSBCIDJAXXX,WORLD TRADE CENTRE 29-31 JALAN JENDERAL SUDIRMAN KAVELING,JAKARTA,12920,base.id
HVBKIDJAXXX,"WOORI BANK, INDONESIA P.T. JAKARTA",HVBKIDJAXXX,BANK WOORI SAUDARA BUILDING 28 JL. DIPONEGORO,BANDUNG,40115,base.id
IBBKIDJA001,PT BANK MAYBANK INDONESIA TBK (KALIBESAR BRANCH),IBBKIDJA001,JL. KALIBESAR BARAT 18-19,JAKARTA,,base.id
IBBKIDJA003,PT BANK MAYBANK INDONESIA TBK (THAMRIN BRANCH),IBBKIDJA003,,JAKARTA,,base.id
IBBKIDJA008,PT BANK MAYBANK INDONESIA TBK (PANGLIMA POLIM BRANCH),IBBKIDJA008,JL. PANGLIMA POLIM RAYA 79,JAKARTA,,base.id
IBBKIDJA138,PT BANK MAYBANK INDONESIA TBK (JUANDA BRANCH),IBBKIDJA138,JL. IR.H. JUANDA,JAKARTA,,base.id
IBBKIDJADEX,PT BANK MAYBANK INDONESIA TBK (EXPEND CONTROL DEPT.),IBBKIDJADEX,,JAKARTA,,base.id
IBBKIDJATRS,PT BANK MAYBANK INDONESIA TBK (UUS TREASURY),IBBKIDJATRS,,JAKARTA,,base.id
IBBKIDJAXXX,PT BANK MAYBANK INDONESIA TBK,IBBKIDJAXXX,SENTRAL SENAYAN 3 JL. ASIA AFRIKA NO. 8 KOMPLEKS GELORA BUNG KARNO,JAKARTA,10270,base.id
ICBKIDJAXXX,PT BANK ICBC INDONESIA,ICBKIDJAXXX,TCT ICBC TOWER FLOOR 32 JL. M.H. THAMRIN NO. 81,JAKARTA,10310,base.id
INDOIDJAXXX,BANK INDONESIA,INDOIDJAXXX,MENARA SJAFRUDDIN PRAWIRANEGARA FLOOR 7 JL. M.H THAMRIN NO. 2,JAKARTA,10010,base.id
KBNKIDJ1XXX,BANK MEGA PT. TBK.,KBNKIDJ1XXX,MENARA BANK MEGA LT. 10 JL. KAPTEN TENDEAN 12-14A,JAKARTA,,base.id
KSEIIDJAXXX,KUSTODIAN SENTRAL EFEK INDONESIA PT,KSEIIDJAXXX,"INDONESIA STOCK EXCHANGE BUILDING 5TH FLOOR, 1ST TOWER JL. JEND. SUDIRMAN KAV. 52-53",JAKARTA,12190,base.id
MAYAIDJAXXX,PT. BANK MAYAPADA INTERNATIONAL TBK,MAYAIDJAXXX,MAYAPADA TOWER JL. JENDRAL SUDIRMAN KAV 28,JAKARTA,12920,base.id
MBBEIDJAXXX,PT BANK MAYBANK SYARIAH INDONESIA,MBBEIDJAXXX,SONATOPAS TOWER FLOOR 17 JALAN JENDRAL SUDIRMAN KAV. 26,JAKARTA,12920,base.id
MEGAIDJAXXX,BANK MEGA PT,MEGAIDJAXXX,MENARA BANK MEGA LT. 9 JL. KAPTEN TENDEAN 12-14A,JAKARTA,12970,base.id
MHCCIDJAXXX,"BANK MIZUHO INDONESIA, PT.",MHCCIDJAXXX,"PLAZA BII MENARA 2, FLOOR 24 JL MH THAMRIN 51",JAKARTA,10350,base.id
MUABIDJAXXX,"PT. BANK MUAMALAT INDONESIA , TBK",MUABIDJAXXX,ATHALOKA JL. JEND. SUDIRMAN KAV. 2,JAKARTA,10220,base.id
NISPIDJ1BDG,PT BANK OCBC NISP TBK (ASIA AFRIKA BRANCH),NISPIDJ1BDG,100 JALAN ASIA AFRIKA,BANDUNG,40261,base.id
NISPIDJ1BTM,PT BANK OCBC NISP TBK (BATAM),NISPIDJ1BTM,"KOMPLEKS BATAMA, BLOCK B 4-5-6 JALAN IMAM BONJOL NAGOYA",BATAM,29432,base.id
NISPIDJ1SBY,PT BANK OCBC NISP TBK (SURABAYA),NISPIDJ1SBY,104-106 JALAN PEMUDA,SURABAYA,60271,base.id
NISPIDJ1SMG,PT BANK OCBC NISP TBK (SEMARANG),NISPIDJ1SMG,5-5A JALAN BRIG. JENDERAL KATAMSO,SEMARANG,50242,base.id
NISPIDJAXXX,PT BANK OCBC NISP TBK,NISPIDJAXXX,JL PROF DR SATRIO KAV 25,JAKARTA,12940,base.id
OCSSIDJ1XXX,"OCBC SIKAP SECURITIES, PT",OCSSIDJ1XXX,BANK BALI TOWER FLOOR 9 27 JALAN JENDERAL SUDIRMAN KAVELING,JAKARTA,12920,base.id
PINBIDJAXXX,PAN INDONESIA BANK PT.,PINBIDJAXXX,"PANIN BANK CENTRE FLOOR 11 JALAN JENDERAL SUDIRMAN, SENAYAN",JAKARTA,11044,base.id
RABOIDJAXXX,RABOBANK INDONESIA,RABOIDJAXXX,PLAZA 89 FLOOR 9 JL.H.R.RASUNA SAID KAV.X-7 NO.6,JAKARTA,12940,base.id
SBJKIDJAXXX,BANK SINARMAS,SBJKIDJAXXX,PLAZA BII TOWER I FLOOR 2 JL. M.H. THAMRIN NO.51,JAKARTA,10350,base.id
SCBLIDJXBDG,STANDARD CHARTERED BANK (BANDUNG BRANCH),SCBLIDJXBDG,,BANDUNG,,base.id
SCBLIDJXIDX,STANDARD CHARTERED BANK (PT SCSI),SCBLIDJXIDX,,JAKARTA,,base.id
SCBLIDJXMDN,STANDARD CHARTERED BANK (MEDAN BRANCH),SCBLIDJXMDN,,MEDAN,,base.id
SCBLIDJXSBY,STANDARD CHARTERED BANK (SURABAYA BRANCH),SCBLIDJXSBY,,SURABAYA,,base.id
SCBLIDJXSMG,STANDARD CHARTERED BANK (SEMARANG BRANCH),SCBLIDJXSMG,,SEMARANG,,base.id
SCBLIDJXXXX,STANDARD CHARTERED BANK,SCBLIDJXXXX,STANDARD CHARTERED BANK BUILDING ATRIA SQUARE JALAN JENDERAL SUDIRMAN KAV. 33-A,JAKARTA,10220,base.id
SUNIIDJAXXX,"BANK SUMITOMO MITSUI INDONESIA, PT",SUNIIDJAXXX,SUMMITMAS II FLOOR 10 JL. JEND. SUDIRMAN KAV. 61-62,JAKARTA,12190,base.id
